address,all_adult_hospital_beds_7_day_avg,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_sum,all_adult_hospital_inpatient_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_sum,all_pediatric_inpatient_bed_occupied_7_day_avg,all_pediatric_inpatient_bed_occupied_7_day_coverage,all_pediatric_inpatient_bed_occupied_7_day_sum,all_pediatric_inpatient_beds_7_day_avg,all_pediatric_inpatient_beds_7_day_coverage,all_pediatric_inpatient_beds_7_day_sum,ccn,city,collection_week,fips_code,geocoded_hospital_address,hhs_ids,hospital_name,hospital_pk,hospital_subtype,icu_beds_used_7_day_avg,icu_beds_used_7_day_coverage,icu_beds_used_7_day_sum,icu_patients_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_sum,inpatient_beds_7_day_avg,inpatient_beds_7_day_coverage,inpatient_beds_7_day_sum,inpatient_beds_used_7_day_avg,inpatient_beds_used_7_day_coverage,inpatient_beds_used_7_day_sum,inpatient_beds_used_covid_7_day_avg,inpatient_beds_used_covid_7_day_coverage,inpatient_beds_used_covid_7_day_sum,is_metro_micro,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,previous_day_admission_pediatric_covid_confirmed_0_4_7_day_sum,previous_day_admission_pediatric_covid_confirmed_12_17_7_day_sum,previous_day_admission_pediatric_covid_confirmed_5_11_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_admission_pediatric_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_week_patients_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_personnel_covid_vaccinated_doses_administered_7_day,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_sum,staffed_icu_pediatric_patients_confirmed_covid_7_day_avg,staffed_icu_pediatric_patients_confirmed_covid_7_day_coverage,staffed_icu_pediatric_patients_confirmed_covid_7_day_sum,staffed_pediatric_icu_bed_occupancy_7_day_avg,staffed_pediatric_icu_bed_occupancy_7_day_coverage,staffed_pediatric_icu_bed_occupancy_7_day_sum,state,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_beds_7_day_avg,total_beds_7_day_coverage,total_beds_7_day_sum,total_icu_beds_7_day_avg,total_icu_beds_7_day_coverage,total_icu_beds_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,total_personnel_covid_vaccinated_doses_all_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_staffed_adult_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_sum,total_staffed_pediatric_icu_beds_7_day_avg,total_staffed_pediatric_icu_beds_7_day_coverage,total_staffed_pediatric_icu_beds_7_day_sum,zip
350 CROSSGATES BLVD,38.0,2.0,76.0,28.9,7.0,202.0,37.0,7.0,259.0,0.0,7.0,0.0,0.0,7.0,0.0,250096,BRANDON,2022-09-23,28121.0,POINT (-90.03596 32.28607),[C250096-A],MERIT HEALTH RANKIN,250096,Short Term,,7.0,23.0,0.0,7.0,0.0,37.0,7.0,259.0,28.9,7.0,202.0,,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,28.0,293.0,,,,,7.0,23.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,MS,,7.0,,,7.0,,35.0,2.0,70.0,4.4,7.0,31.0,0.0,7.0,0.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,4.4,7.0,31.0,0.0,7.0,0.0,39042
1026 RIVER OAKS DRIVE,54.9,7.0,384.0,11.6,7.0,81.0,68.3,7.0,478.0,,7.0,,,7.0,16.0,250136,FLOWOOD,2022-09-23,28121.0,POINT (-90.10689 32.3255),[C250136-A],MERIT HEALTH WOMEN'S HOSPITAL,250136,Short Term,,7.0,16.0,0.0,7.0,0.0,87.7,7.0,614.0,20.9,7.0,146.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,,7.0,,MS,0.0,7.0,0.0,0.0,7.0,0.0,73.3,7.0,513.0,13.7,7.0,96.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,7.0,16.0,39232
200 HWY 30 WEST,114.0,7.0,798.0,33.7,7.0,236.0,104.0,7.0,728.0,,7.0,7.0,10.0,7.0,70.0,250006,NEW ALBANY,2022-09-23,28145.0,POINT (-89.02758 34.49883),[C250006-A],BAPTIST MEMORIAL HOSPITAL UNION COUNTY,250006,Short Term,,7.0,19.0,,7.0,,114.0,7.0,798.0,34.7,7.0,243.0,,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,129.0,547.0,0.0,,0.0,,7.0,19.0,,7.0,,,7.0,,0.0,7.0,0.0,0.0,7.0,0.0,MS,,7.0,14.0,,7.0,11.0,114.0,7.0,798.0,8.0,7.0,56.0,,7.0,5.0,0.0,7.0,0.0,,7.0,,0.0,7.0,0.0,361.0,69.0,5.0,8.0,7.0,56.0,0.0,7.0,0.0,38652
950 MATTHEW DR,,0.0,,26.3,7.0,184.0,57.0,7.0,399.0,,7.0,17.0,0.0,7.0,0.0,250077,WAYNESBORO,2022-09-23,28153.0,POINT (-88.63489 31.67422),[C250077-A],WAYNE GENERAL HOSPITAL,250077,Short Term,,7.0,20.0,0.0,7.0,0.0,57.0,7.0,399.0,28.7,7.0,201.0,,7.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,271.0,,,,,7.0,19.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,,7.0,,MS,,7.0,,,7.0,,,0.0,,6.0,7.0,42.0,0.0,7.0,0.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,6.0,7.0,42.0,0.0,7.0,0.0,39367
1600 E BROADWAY,222.7,7.0,1559.0,160.1,7.0,1121.0,219.0,7.0,1533.0,0.0,7.0,0.0,0.0,7.0,0.0,260068,COLUMBIA,2022-09-23,29019.0,POINT (-92.317039 38.950669),[C260068-A],BOONE HOSPITAL CENTER,260068,Short Term,21.7,7.0,152.0,0.0,7.0,0.0,272.0,7.0,1904.0,176.0,7.0,1232.0,15.1,7.0,106.0,1.0,0.0,0.0,0.0,,,,,7.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,,0.0,0.0,0.0,,,7.0,0.0,0.0,7.0,0.0,13.0,631.0,,,,16.1,7.0,113.0,,7.0,12.0,,7.0,12.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,15.1,7.0,106.0,12.3,7.0,86.0,290.0,7.0,2030.0,53.0,7.0,371.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,,,,32.0,7.0,224.0,0.0,7.0,0.0,65201
5325 FARAON STREET,220.3,7.0,1542.0,221.6,7.0,1551.0,220.3,7.0,1542.0,10.4,7.0,73.0,10.4,7.0,73.0,260006,SAINT JOSEPH,2022-09-23,29021.0,POINT (-94.77055 39.7702),[C260006-A],MOSAIC LIFE CARE AT ST JOSEPH,260006,Short Term,14.6,7.0,102.0,0.0,7.0,0.0,232.0,7.0,1624.0,232.0,7.0,1624.0,17.1,7.0,120.0,1.0,0.0,,,,0.0,4.0,9.0,7.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,34.0,949.0,0.0,0.0,,14.6,7.0,102.0,,7.0,7.0,,7.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,17.1,7.0,120.0,16.3,7.0,114.0,246.0,7.0,1722.0,24.0,7.0,168.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,,,,24.0,7.0,168.0,0.0,7.0,0.0,64506
3100 OAK GROVE ROAD,,0.0,,136.3,7.0,954.0,173.0,7.0,1211.0,,7.0,4.0,4.0,7.0,28.0,260119,POPLAR BLUFF,2022-09-23,29023.0,POINT (-90.44105 36.78895),[C260119-A],POPLAR BLUFF REGIONAL MEDICAL CENTER,260119,Short Term,5.6,7.0,39.0,0.0,7.0,0.0,177.0,7.0,1239.0,136.9,7.0,958.0,6.6,7.0,46.0,1.0,0.0,0.0,,,,,4.0,7.0,9.0,,,0.0,,,,,,,7.0,0.0,,0.0,0.0,0.0,,,7.0,0.0,0.0,7.0,0.0,200.0,836.0,,,,5.6,7.0,39.0,,7.0,,,7.0,,0.0,7.0,0.0,0.0,7.0,0.0,MO,6.6,7.0,46.0,6.6,7.0,46.0,,0.0,,14.0,7.0,98.0,0.0,7.0,0.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,14.0,7.0,98.0,0.0,7.0,0.0,63901
2800 CLAY EDWARDS DRIVE,,0.0,,294.1,7.0,2059.0,326.0,7.0,2282.0,0.0,7.0,0.0,0.0,7.0,0.0,260096,NORTH KANSAS CITY,2022-09-23,29047.0,POINT (-94.55201 39.14957),[C260096-A],NORTH KANSAS CITY HOSPITAL,260096,Short Term,37.9,7.0,265.0,0.0,7.0,0.0,344.0,7.0,2408.0,302.7,7.0,2119.0,24.3,7.0,170.0,1.0,0.0,,0.0,,,,5.0,7.0,15.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,64.0,1272.0,,,,29.3,7.0,205.0,,7.0,13.0,,7.0,13.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,24.3,7.0,170.0,24.3,7.0,170.0,,0.0,,58.0,7.0,406.0,0.0,7.0,0.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,40.0,7.0,280.0,0.0,7.0,0.0,64116
2525 GLENN HENDREN DR,,0.0,,109.1,7.0,764.0,134.0,7.0,938.0,0.0,7.0,0.0,0.0,7.0,0.0,260177,LIBERTY,2022-09-23,29047.0,POINT (-94.42507 39.27632),[C260177-A],LIBERTY HOSPITAL,260177,Short Term,10.0,7.0,70.0,0.0,7.0,0.0,134.0,7.0,938.0,109.1,7.0,764.0,6.0,7.0,42.0,1.0,0.0,0.0,,0.0,,,,7.0,11.0,4.0,0.0,0.0,,,0.0,6.0,11.0,13.0,7.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,59.0,679.0,,,,10.0,7.0,70.0,,7.0,,,7.0,,0.0,7.0,0.0,0.0,7.0,0.0,MO,6.0,7.0,42.0,6.0,7.0,42.0,,0.0,,12.1,7.0,85.0,0.0,7.0,0.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,12.1,7.0,85.0,0.0,7.0,0.0,64069
1600 E EVERGREEN,,0.0,,33.9,7.0,237.0,58.0,7.0,406.0,0.0,7.0,0.0,0.0,7.0,0.0,260057,CAMERON,2022-09-23,29049.0,POINT (-94.22183 39.73162),[C260057-A],CAMERON REGIONAL MEDICAL CENTER,260057,Short Term,,7.0,16.0,0.0,7.0,0.0,58.0,7.0,406.0,33.9,7.0,237.0,,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,6.0,161.0,,,,,7.0,16.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,,7.0,19.0,,7.0,19.0,,0.0,,5.0,7.0,35.0,0.0,7.0,0.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,5.0,7.0,35.0,0.0,7.0,0.0,64429
2505 MISSION DRIVE,104.7,7.0,733.0,60.4,7.0,423.0,76.7,7.0,537.0,0.0,7.0,0.0,,7.0,6.0,260011,JEFFERSON CITY,2022-09-23,29051.0,POINT (-92.22036 38.5601),[C260011-A],SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,260011,Short Term,4.4,7.0,31.0,0.0,7.0,0.0,77.6,7.0,543.0,62.9,7.0,440.0,9.3,7.0,65.0,1.0,0.0,,,0.0,5.0,,7.0,7.0,25.0,7.0,0.0,0.0,0.0,,0.0,5.0,,,7.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,,52.0,554.0,,,,4.4,7.0,31.0,,7.0,10.0,,7.0,10.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,9.0,7.0,63.0,8.1,7.0,57.0,105.6,7.0,739.0,10.0,7.0,70.0,0.0,7.0,0.0,0.0,7.0,0.0,,7.0,,,7.0,,,,,10.0,7.0,70.0,0.0,7.0,0.0,65109
1125 MADISON ST,,0.0,,55.1,7.0,386.0,101.0,7.0,707.0,0.0,7.0,0.0,0.0,7.0,0.0,260047,JEFFERSON CITY,2022-09-23,29051.0,POINT (-92.18168 38.56699),[C260047-A],CAPITAL REGION MEDICAL CENTER,260047,Short Term,,7.0,22.0,0.0,7.0,0.0,101.0,7.0,707.0,55.1,7.0,386.0,,7.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,120.0,678.0,,,,,7.0,22.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,,7.0,18.0,,7.0,18.0,,0.0,,12.0,7.0,84.0,0.0,7.0,0.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,12.0,7.0,84.0,0.0,7.0,0.0,65102
751 SAPPINGTON BRIDGE RD,,0.0,,4.4,7.0,31.0,22.1,7.0,155.0,0.0,7.0,0.0,0.0,7.0,0.0,261337,SULLIVAN,2022-09-23,29055.0,POINT (-91.16956 38.19429),[C261337-A],MISSOURI BAPTIST SULLIVAN HOSPITAL,261337,Critical Access Hospitals,,7.0,18.0,0.0,7.0,0.0,22.1,7.0,155.0,18.0,7.0,126.0,,7.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,21.0,327.0,,,,,7.0,18.0,,7.0,,,7.0,,0.0,7.0,0.0,0.0,7.0,0.0,MO,,7.0,15.0,,7.0,15.0,,0.0,,5.1,7.0,36.0,0.0,7.0,0.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,5.1,7.0,36.0,0.0,7.0,0.0,63080
901 EAST 5TH STREET,,0.0,,88.0,7.0,616.0,130.4,7.0,913.0,0.0,7.0,0.0,0.0,7.0,0.0,260052,WASHINGTON,2022-09-23,29071.0,POINT (-91.00194 38.55214),[C260052-A],MERCY HOSPITAL WASHINGTON,260052,Short Term,10.9,7.0,76.0,0.0,7.0,0.0,130.4,7.0,913.0,94.3,7.0,660.0,10.1,7.0,71.0,1.0,0.0,0.0,0.0,0.0,,,,7.0,8.0,,0.0,0.0,,0.0,,,9.0,5.0,7.0,29.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,164.0,775.0,,,,10.9,7.0,76.0,,7.0,20.0,,7.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,10.1,7.0,71.0,4.0,7.0,28.0,,0.0,,16.0,7.0,112.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,,,,16.0,7.0,112.0,0.0,7.0,0.0,63090
3801 SOUTH NATIONAL AVENUE,,0.0,,494.4,7.0,3461.0,520.3,7.0,3642.0,26.7,7.0,187.0,29.7,7.0,208.0,260040,SPRINGFIELD,2022-09-23,29077.0,POINT (-93.27812 37.1448),[C260040-A],COX MEDICAL CENTERS,260040,Short Term,89.0,7.0,623.0,0.0,7.0,0.0,587.6,7.0,4113.0,554.7,7.0,3883.0,20.3,7.0,142.0,1.0,0.0,,0.0,,,,,7.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,,7.0,4.0,0.0,7.0,0.0,369.0,2137.0,,,,68.6,7.0,480.0,,7.0,22.0,,7.0,22.0,,7.0,,,7.0,12.0,MO,19.0,7.0,133.0,19.0,7.0,133.0,,0.0,,97.6,7.0,683.0,0.0,7.0,0.0,,0.0,,,7.0,9.0,,7.0,9.0,,,,74.1,7.0,519.0,,7.0,19.0,65807
1235 E CHEROKEE,,0.0,,504.0,7.0,3528.0,578.9,7.0,4052.0,13.4,7.0,94.0,24.0,7.0,168.0,260065,SPRINGFIELD,2022-09-23,29077.0,POINT (-93.27498 37.17828),[C260065-A],MERCY HOSPITAL SPRINGFIELD,260065,Short Term,154.4,7.0,1081.0,0.0,7.0,0.0,613.7,7.0,4296.0,548.4,7.0,3839.0,46.9,7.0,328.0,1.0,0.0,,0.0,,,6.0,8.0,7.0,25.0,4.0,0.0,0.0,4.0,,7.0,7.0,27.0,20.0,7.0,87.0,20.0,0.0,,0.0,0.0,,7.0,,0.0,7.0,11.0,220.0,1334.0,,,,119.7,7.0,838.0,17.3,7.0,121.0,12.6,7.0,88.0,0.0,7.0,0.0,4.3,7.0,30.0,MO,44.1,7.0,309.0,27.4,7.0,192.0,,0.0,,153.3,7.0,1073.0,,7.0,,0.0,7.0,0.0,,7.0,19.0,,7.0,,,,,134.3,7.0,940.0,10.9,7.0,76.0,65804
2316 E MEYER BLVD,504.0,7.0,3528.0,268.1,7.0,1877.0,466.0,7.0,3262.0,13.1,7.0,92.0,13.1,7.0,92.0,260027,KANSAS CITY,2022-09-23,29095.0,POINT (-94.558253 39.007202),[C260027-A],RESEARCH MEDICAL CENTER,260027,Short Term,32.9,7.0,230.0,0.0,7.0,0.0,485.0,7.0,3395.0,285.1,7.0,1996.0,14.6,7.0,102.0,1.0,0.0,4.0,,0.0,0.0,,,7.0,11.0,,0.0,0.0,,0.0,0.0,,,0.0,7.0,,0.0,0.0,0.0,0.0,,0.0,7.0,,0.0,7.0,0.0,29.0,1633.0,,,,29.0,7.0,203.0,,7.0,24.0,,7.0,23.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,13.7,7.0,96.0,13.4,7.0,94.0,523.0,7.0,3661.0,69.0,7.0,483.0,0.0,7.0,0.0,0.0,7.0,0.0,,7.0,6.0,,7.0,6.0,,,,50.0,7.0,350.0,0.0,7.0,0.0,64132
100 N E SAINT LUKE'S BOULEVARD,,0.0,,201.7,7.0,1412.0,193.0,7.0,1351.0,0.0,7.0,0.0,0.0,7.0,0.0,260216,LEES SUMMIT,2022-09-23,29095.0,POINT (-94.38155 38.94159),[C260216-A],SAINT LUKE'S EAST HOSPITAL,260216,Short Term,19.9,7.0,139.0,0.0,7.0,0.0,213.4,7.0,1494.0,222.1,7.0,1555.0,12.9,7.0,90.0,1.0,0.0,0.0,0.0,0.0,,0.0,,7.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,51.0,920.0,,,,11.0,7.0,77.0,,7.0,21.0,,7.0,17.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,12.9,7.0,90.0,11.0,7.0,77.0,,0.0,,22.0,7.0,154.0,0.0,7.0,0.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,13.1,7.0,92.0,0.0,7.0,0.0,64086
2301 HOLMES STREET,,0.0,,208.6,7.0,1460.0,231.0,7.0,1617.0,16.6,7.0,116.0,23.3,7.0,163.0,260048,KANSAS CITY,2022-09-23,29095.0,POINT (-94.5758 39.08472),[C260048-A],UNIVERSITY HEALTH TRUMAN MEDICAL CENTER,260048,Short Term,42.1,7.0,295.0,0.0,7.0,0.0,254.3,7.0,1780.0,225.1,7.0,1576.0,17.3,7.0,121.0,1.0,0.0,,,,,,,7.0,5.0,,0.0,0.0,,,,,,,7.0,8.0,,0.0,0.0,0.0,,,7.0,0.0,0.0,7.0,,151.0,1114.0,,,,25.6,7.0,179.0,,7.0,11.0,,7.0,9.0,0.0,7.0,0.0,16.6,7.0,116.0,MO,17.3,7.0,121.0,16.1,7.0,113.0,,0.0,,54.3,7.0,380.0,0.0,7.0,0.0,,0.0,,0.0,7.0,0.0,0.0,7.0,0.0,,,,31.0,7.0,217.0,23.3,7.0,163.0,64108
100 MERCY WAY,,0.0,,184.3,7.0,1290.0,191.7,7.0,1342.0,0.0,7.0,0.0,0.0,7.0,0.0,260001,JOPLIN,2022-09-23,29097.0,POINT (-94.51168 37.03449),[C260001-A],MERCY HOSPITAL JOPLIN,260001,Short Term,26.1,7.0,183.0,0.0,7.0,0.0,192.7,7.0,1349.0,191.6,7.0,1341.0,19.3,7.0,135.0,1.0,0.0,0.0,0.0,,,,,7.0,7.0,0.0,0.0,,,10.0,9.0,14.0,6.0,8.0,7.0,60.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,8.0,103.0,704.0,,,,18.9,7.0,132.0,,7.0,13.0,,7.0,8.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,19.0,7.0,133.0,5.1,7.0,36.0,,0.0,,34.9,7.0,244.0,0.0,7.0,0.0,0.0,7.0,0.0,,7.0,,0.0,7.0,0.0,,,,34.9,7.0,244.0,0.0,7.0,0.0,64804
1015 BOWLES,171.4,7.0,1200.0,133.4,7.0,934.0,145.4,7.0,1018.0,0.0,7.0,0.0,0.0,7.0,0.0,260081,FENTON,2022-09-23,29099.0,POINT (-90.47351 38.52582),[C260081-A],SSM HEALTH ST CLARE HOSPITAL - FENTON,260081,Short Term,12.4,7.0,87.0,0.0,7.0,0.0,149.0,7.0,1043.0,141.9,7.0,993.0,12.9,7.0,90.0,1.0,0.0,0.0,,,,5.0,4.0,7.0,14.0,,0.0,0.0,,5.0,4.0,,9.0,10.0,7.0,46.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,80.0,721.0,,,,12.4,7.0,87.0,,7.0,4.0,,7.0,4.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,12.7,7.0,89.0,11.4,7.0,80.0,175.0,7.0,1225.0,13.4,7.0,94.0,0.0,7.0,0.0,0.0,7.0,0.0,,7.0,,0.0,7.0,0.0,,,,13.4,7.0,94.0,0.0,7.0,0.0,63026
1400 US HIGHWAY 61,,0.0,,153.4,7.0,1074.0,205.6,7.0,1439.0,0.0,7.0,0.0,0.0,7.0,0.0,260023,FESTUS,2022-09-23,29099.0,POINT (-90.3955 38.19525),[C260023-A],MERCY HOSPITAL JEFFERSON,260023,Short Term,7.9,7.0,55.0,0.0,7.0,0.0,205.6,7.0,1439.0,155.6,7.0,1089.0,23.4,7.0,164.0,1.0,0.0,,,0.0,,4.0,,7.0,14.0,,0.0,0.0,6.0,5.0,8.0,12.0,13.0,9.0,7.0,64.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,,150.0,715.0,,,,7.9,7.0,55.0,,7.0,27.0,,7.0,17.0,0.0,7.0,0.0,0.0,7.0,0.0,MO,23.4,7.0,164.0,11.6,7.0,81.0,,0.0,,12.0,7.0,84.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,,,,12.0,7.0,84.0,0.0,7.0,0.0,63028
